term_id,prefLabel@es,altLabel@es,definition@es,prefLabel@en,altLabel@en,definition@en,prefLabel@de,altLabel@de,definition@de,prefLabel@nl,altLabel@nl,definition@nl,iate_id
LT9547411,contratos en prácticas,,,,,,,,,,,,
LT5184826,conjunto,conjunto de trabajos,Órgano previsto en los acuerdos de asociación entre la UE y terceros países o regiones como instancia consultiva conjunta de la sociedad civil de ambas partes en dichos acuerdos.,series of guidelines,series of work,,Gemischter Beratender Ausschuss,Arbeitsreihenfolge,"Arbeitsorgan, das für die Zusammenarbeit zwischen dem Europäischen Wirtschafts- und Sozialausschuss (EWSA) und Partnern aus der organisierten Zivilgesellschaft eines Kandidatenlandes zuständig ist",gemengd raadgevend comité,series werkzaamheden,door een Associatieraad ingesteld orgaan dat is belast met de samenwerking tussen het Europees Economisch en Sociaal Comité en maatschappelijke organisaties in een kandidaat-lidstaat,2232926
LT5184826,conjunto,conjunto de trabajos,Órgano previsto en los acuerdos de asociación entre la UE y terceros países o regiones como instancia consultiva conjunta de la sociedad civil de ambas partes en dichos acuerdos.,series of guidelines,cover pool,,Gemischter Beratender Ausschuss,Arbeitsreihenfolge,"Arbeitsorgan, das für die Zusammenarbeit zwischen dem Europäischen Wirtschafts- und Sozialausschuss (EWSA) und Partnern aus der organisierten Zivilgesellschaft eines Kandidatenlandes zuständig ist",gemengd raadgevend comité,series werkzaamheden,door een Associatieraad ingesteld orgaan dat is belast met de samenwerking tussen het Europees Economisch en Sociaal Comité en maatschappelijke organisaties in een kandidaat-lidstaat,2232926
LT5184826,conjunto,conjunto de trabajos,Órgano previsto en los acuerdos de asociación entre la UE y terceros países o regiones como instancia consultiva conjunta de la sociedad civil de ambas partes en dichos acuerdos.,series of guidelines,EC-Mexico Joint Committee,,Gemischter Beratender Ausschuss,Arbeitsreihenfolge,"Arbeitsorgan, das für die Zusammenarbeit zwischen dem Europäischen Wirtschafts- und Sozialausschuss (EWSA) und Partnern aus der organisierten Zivilgesellschaft eines Kandidatenlandes zuständig ist",gemengd raadgevend comité,series werkzaamheden,door een Associatieraad ingesteld orgaan dat is belast met de samenwerking tussen het Europees Economisch en Sociaal Comité en maatschappelijke organisaties in een kandidaat-lidstaat,2232926
LT5184826,conjunto,conjunto de trabajos,Órgano previsto en los acuerdos de asociación entre la UE y terceros países o regiones como instancia consultiva conjunta de la sociedad civil de ambas partes en dichos acuerdos.,series of guidelines,series of guidelines,,Gemischter Beratender Ausschuss,Arbeitsreihenfolge,"Arbeitsorgan, das für die Zusammenarbeit zwischen dem Europäischen Wirtschafts- und Sozialausschuss (EWSA) und Partnern aus der organisierten Zivilgesellschaft eines Kandidatenlandes zuständig ist",gemengd raadgevend comité,series werkzaamheden,door een Associatieraad ingesteld orgaan dat is belast met de samenwerking tussen het Europees Economisch en Sociaal Comité en maatschappelijke organisaties in een kandidaat-lidstaat,2232926
LT5184826,conjunto,conjunto de trabajos,Órgano previsto en los acuerdos de asociación entre la UE y terceros países o regiones como instancia consultiva conjunta de la sociedad civil de ambas partes en dichos acuerdos.,series of guidelines,series of work,,Gemischter Beratender Ausschuss,Arbeitsreihenfolge,"Arbeitsorgan, das für die Zusammenarbeit zwischen dem Europäischen Wirtschafts- und Sozialausschuss (EWSA) und Partnern aus der organisierten Zivilgesellschaft eines Kandidatenlandes zuständig ist",gemengd raadgevend comité,series werkzaamheden,door een Associatieraad ingesteld orgaan dat is belast met de samenwerking tussen het Europees Economisch en Sociaal Comité en maatschappelijke organisaties in een kandidaat-lidstaat,2232926
LT5184826,conjunto,serie de trabajos,Órgano previsto en los acuerdos de asociación entre la UE y terceros países o regiones como instancia consultiva conjunta de la sociedad civil de ambas partes en dichos acuerdos.,series of guidelines,series of work,,Gemischter Beratender Ausschuss,Arbeitsreihenfolge,"Arbeitsorgan, das für die Zusammenarbeit zwischen dem Europäischen Wirtschafts- und Sozialausschuss (EWSA) und Partnern aus der organisierten Zivilgesellschaft eines Kandidatenlandes zuständig ist",gemengd raadgevend comité,series werkzaamheden,door een Associatieraad ingesteld orgaan dat is belast met de samenwerking tussen het Europees Economisch en Sociaal Comité en maatschappelijke organisaties in een kandidaat-lidstaat,2232926
LT5184826,conjunto,conjunto de cobertura,Órgano previsto en los acuerdos de asociación entre la UE y terceros países o regiones como instancia consultiva conjunta de la sociedad civil de ambas partes en dichos acuerdos.,series of guidelines,series of work,,Gemischter Beratender Ausschuss,Arbeitsreihenfolge,"Arbeitsorgan, das für die Zusammenarbeit zwischen dem Europäischen Wirtschafts- und Sozialausschuss (EWSA) und Partnern aus der organisierten Zivilgesellschaft eines Kandidatenlandes zuständig ist",gemengd raadgevend comité,series werkzaamheden,door een Associatieraad ingesteld orgaan dat is belast met de samenwerking tussen het Europees Economisch en Sociaal Comité en maatschappelijke organisaties in een kandidaat-lidstaat,2232926
LT5184826,conjunto,Comité conjunto CE-México,Órgano previsto en los acuerdos de asociación entre la UE y terceros países o regiones como instancia consultiva conjunta de la sociedad civil de ambas partes en dichos acuerdos.,series of guidelines,series of work,,Gemischter Beratender Ausschuss,Arbeitsreihenfolge,"Arbeitsorgan, das für die Zusammenarbeit zwischen dem Europäischen Wirtschafts- und Sozialausschuss (EWSA) und Partnern aus der organisierten Zivilgesellschaft eines Kandidatenlandes zuständig ist",gemengd raadgevend comité,series werkzaamheden,door een Associatieraad ingesteld orgaan dat is belast met de samenwerking tussen het Europees Economisch en Sociaal Comité en maatschappelijke organisaties in een kandidaat-lidstaat,2232926
LT5184826,conjunto,conjunto de orientaciones,Órgano previsto en los acuerdos de asociación entre la UE y terceros países o regiones como instancia consultiva conjunta de la sociedad civil de ambas partes en dichos acuerdos.,series of guidelines,series of work,,Gemischter Beratender Ausschuss,Arbeitsreihenfolge,"Arbeitsorgan, das für die Zusammenarbeit zwischen dem Europäischen Wirtschafts- und Sozialausschuss (EWSA) und Partnern aus der organisierten Zivilgesellschaft eines Kandidatenlandes zuständig ist",gemengd raadgevend comité,series werkzaamheden,door een Associatieraad ingesteld orgaan dat is belast met de samenwerking tussen het Europees Economisch en Sociaal Comité en maatschappelijke organisaties in een kandidaat-lidstaat,2232926
